Title,Total_Revenue,FinancialYear,Quarter,Month
"Sinequa",0.00330000000000000,FY26,Q3,Dec
"Sketchers",0.00270000000000000,FY26,Q3,Oct
"Sketchers",0.00280000000000000,FY26,Q3,Nov
"Sketchers",0.00270000000000000,FY26,Q3,Dec
"Sleep Number Corporation",0.0248000000000000,FY26,Q3,Oct
"Sleep Number Corporation",0.0255000000000000,FY26,Q3,Nov
"Sleep Number Corporation",0.0248000000000000,FY26,Q3,Dec
"Solera Auto Finance",0.00200000000000000,FY26,Q3,Oct
"Solera Auto Finance",0.00210000000000000,FY26,Q3,Nov
"Solera Auto Finance",0.00200000000000000,FY26,Q3,Dec
"Solta",0,FY26,Q3,Oct
"Solta",0,FY26,Q3,Nov
"Solta",0,FY26,Q3,Dec
"Sony",0.212800000000000,FY26,Q3,Oct
"Sony",0.219200000000000,FY26,Q3,Nov
"Sony",0.212800000000000,FY26,Q3,Dec
"Southern Glazer",0,FY26,Q3,Oct
"Southern Glazer",0,FY26,Q3,Nov
"Southern Glazer",0,FY26,Q3,Dec
"SPAR",0.000600000000000000,FY26,Q3,Oct
"SPAR",0.000600000000000000,FY26,Q3,Nov
"SPAR",0.000600000000000000,FY26,Q3,Dec
"Spotlight",0.0295000000000000,FY26,Q3,Oct
"Spotlight",0.0210000000000000,FY26,Q3,Nov
"Spotlight",0.0295000000000000,FY26,Q3,Dec
"SST LLC",0,FY26,Q3,Oct
"SST LLC",0,FY26,Q3,Nov
"SST LLC",0,FY26,Q3,Dec
"ST1 Oy",0.0165000000000000,FY26,Q3,Oct
"ST1 Oy",0.0170000000000000,FY26,Q3,Nov
"ST1 Oy",0.0165000000000000,FY26,Q3,Dec
"Stockton Soda",0.0495000000000000,FY26,Q3,Oct
"Stockton Soda",0.0510000000000000,FY26,Q3,Nov
"Stockton Soda",0.0495000000000000,FY26,Q3,Dec
"Sunrise",0,FY26,Q3,Oct
"Sunrise",0,FY26,Q3,Nov
"Sunrise",0,FY26,Q3,Dec
"Symetra",0.0693000000000000,FY26,Q3,Oct
"Symetra",0.0714000000000000,FY26,Q3,Nov
"Symetra",0.0693000000000000,FY26,Q3,Dec
"Sysco",0,FY26,Q3,Oct
"Sysco",0,FY26,Q3,Nov
"Sysco",0,FY26,Q3,Dec
"TATA Motors Finance Limited.",0.00990000000000000,FY26,Q3,Oct
"TATA Motors Finance Limited.",0.0102000000000000,FY26,Q3,Nov
"TATA Motors Finance Limited.",0.00990000000000000,FY26,Q3,Dec
"Tatts",0.102500000000000,FY26,Q3,Oct
"Tatts",0.105600000000000,FY26,Q3,Nov
"Tatts",0.102500000000000,FY26,Q3,Dec
"TBN",0,FY26,Q3,Oct
"TBN",0,FY26,Q3,Nov
"TBN",0,FY26,Q3,Dec
"Tempur-Pedic",0,FY26,Q3,Oct
"Tempur-Pedic",0,FY26,Q3,Nov
"Tempur-Pedic",0,FY26,Q3,Dec
"TerryWhite Chemmart",0.0350000000000000,FY26,Q3,Oct
"TerryWhite Chemmart",0.0360000000000000,FY26,Q3,Nov
"TerryWhite Chemmart",0.0350000000000000,FY26,Q3,Dec
"Tesco",0.0750000000000000,FY26,Q3,Oct
"Tesco",0,FY26,Q3,Nov
"Tesco",0,FY26,Q3,Dec
"The Oved Group",0,FY26,Q3,Oct
"The Oved Group",0,FY26,Q3,Nov
"The Oved Group",0,FY26,Q3,Dec
"Theravance",0.00990000000000000,FY26,Q3,Oct
"Theravance",0.0102000000000000,FY26,Q3,Nov
"Theravance",0.00990000000000000,FY26,Q3,Dec
"Timken",0.0363000000000000,FY26,Q3,Oct
"Timken",0.0374000000000000,FY26,Q3,Nov
"Timken",0.0363000000000000,FY26,Q3,Dec
"TMS",0.188100000000000,FY26,Q3,Oct
"TMS",0.193800000000000,FY26,Q3,Nov
"TMS",0.188100000000000,FY26,Q3,Dec
"TORI Global",0,FY26,Q3,Oct
"TORI Global",0,FY26,Q3,Nov
"TORI Global",0,FY26,Q3,Dec
"Trident USA Health Service",0.0660000000000000,FY26,Q3,Oct
"Trident USA Health Service",0.0680000000000000,FY26,Q3,Nov
"Trident USA Health Service",0.0660000000000000,FY26,Q3,Dec
"Trifecta Nutrition Inc",0,FY26,Q3,Oct
"Trifecta Nutrition Inc",0,FY26,Q3,Nov
"Trifecta Nutrition Inc",0,FY26,Q3,Dec
"Truist",0,FY26,Q3,Oct
"Truist",0,FY26,Q3,Nov
"Truist",0,FY26,Q3,Dec
"TUI UK",1.41900000000000,FY26,Q3,Oct
"TUI UK",1.46200000000000,FY26,Q3,Nov
"TUI UK",1.41900000000000,FY26,Q3,Dec
"UKG Inc",0.0165000000000000,FY26,Q3,Oct
"UKG Inc",0.0170000000000000,FY26,Q3,Nov
"UKG Inc",0.0165000000000000,FY26,Q3,Dec
"UniPro Foodservice",0.0165000000000000,FY26,Q3,Oct
"UniPro Foodservice",0.0170000000000000,FY26,Q3,Nov
"UniPro Foodservice",0.0165000000000000,FY26,Q3,Dec
"Uniting Church",0.000200000000000000,FY26,Q3,Oct
"Uniting Church",0.000199999999999999,FY26,Q3,Nov
"Uniting Church",0.000199999999999999,FY26,Q3,Dec
"Ventura Foods",0.396100000000000,FY26,Q3,Oct
"Ventura Foods",0.408000000000000,FY26,Q3,Nov
"Ventura Foods",0.396100000000000,FY26,Q3,Dec
"Walmart (US)",0,FY26,Q3,Oct
"Walmart (US)",0,FY26,Q3,Nov
"Walmart (US)",0,FY26,Q3,Dec
"Wavetec/Alcon",0,FY26,Q3,Oct
"Wavetec/Alcon",0,FY26,Q3,Nov
"Wavetec/Alcon",0,FY26,Q3,Dec
"Wesfarers Health",0,FY26,Q3,Oct
"Wesfarers Health",0,FY26,Q3,Nov
"Wesfarers Health",0,FY26,Q3,Dec
"Western Union",0,FY26,Q3,Oct
"Western Union",0,FY26,Q3,Nov
"Western Union",0,FY26,Q3,Dec
"Westway Feeds",0,FY26,Q3,Oct
"Westway Feeds",0,FY26,Q3,Nov
"Westway Feeds",0,FY26,Q3,Dec
"Widex",0.0957000000000000,FY26,Q3,Oct
"Widex",0.0986000000000000,FY26,Q3,Nov
"Widex",0.0957000000000000,FY26,Q3,Dec
"Wolters Kluver",0.0495000000000000,FY26,Q3,Oct
"Wolters Kluver",0.0510000000000000,FY26,Q3,Nov
"Wolters Kluver",0.0495000000000000,FY26,Q3,Dec
"World Vision Canada",0.0376000000000000,FY26,Q3,Oct
"World Vision Canada",0.0388000000000000,FY26,Q3,Nov
"World Vision Canada",0.0376000000000000,FY26,Q3,Dec
"Yerralpha LLC",0,FY26,Q3,Oct
"Yerralpha LLC",0,FY26,Q3,Nov
"Yerralpha LLC",0,FY26,Q3,Dec
"YUM A & W Okinawa",0.000800000000000000,FY26,Q3,Oct
"YUM A & W Okinawa",0.000900000000000000,FY26,Q3,Nov
"YUM A & W Okinawa",0.000800000000000000,FY26,Q3,Dec
"Zones",0.231000000000000,FY26,Q3,Oct
"Zones",0.238000000000000,FY26,Q3,Nov
"Zones",0.231000000000000,FY26,Q3,Dec
"Zoyili World LLC",0,FY26,Q3,Oct
"Zoyili World LLC",0,FY26,Q3,Nov
"Zoyili World LLC",0,FY26,Q3,Dec
"Zuora",0.0149000000000000,FY26,Q3,Oct
"Zuora",0.0153000000000000,FY26,Q3,Nov
"Zuora",0.0149000000000000,FY26,Q3,Dec
"Zurn Industries",0.0990000000000000,FY26,Q3,Oct
"Zurn Industries",0.102000000000000,FY26,Q3,Nov
"Zurn Industries",0.0990000000000000,FY26,Q3,Dec
"A&W",0,FY26,Q4,Jan
"A&W",0,FY26,Q4,Feb
"A&W",0,FY26,Q4,Mar
"Aareon",0.0528000000000000,FY26,Q4,Jan
"Aareon",0.0544000000000000,FY26,Q4,Feb
"Aareon",0.0528000000000000,FY26,Q4,Mar
"ABFRL",0.151800000000000,FY26,Q4,Jan
"ABFRL",0.156400000000000,FY26,Q4,Feb
"ABFRL",0.151800000000000,FY26,Q4,Mar
"Accutech Digital Consulting LLC",0,FY26,Q4,Jan
"Accutech Digital Consulting LLC",0,FY26,Q4,Feb
"Accutech Digital Consulting LLC",0,FY26,Q4,Mar
"ACTS",0.0330000000000000,FY26,Q4,Jan
"ACTS",0.0340000000000000,FY26,Q4,Feb
"ACTS",0.0330000000000000,FY26,Q4,Mar
"Advance Auto Parts (AAP)",0,FY26,Q4,Jan
"Advance Auto Parts (AAP)",0,FY26,Q4,Feb
"Advance Auto Parts (AAP)",0,FY26,Q4,Mar
"AI Chatbot License",0,FY26,Q4,Jan
"AI Chatbot License",0,FY26,Q4,Feb
"AI Chatbot License",0,FY26,Q4,Mar
"Airlife",0.0413000000000000,FY26,Q4,Jan
"Airlife",0.0425000000000000,FY26,Q4,Feb
"Airlife",0.0413000000000000,FY26,Q4,Mar
"Aledade",0.0683000000000000,FY26,Q4,Jan
"Aledade",0.0704000000000000,FY26,Q4,Feb
"Aledade",0.0683000000000000,FY26,Q4,Mar
"Allied Pinnacle",0.00200000000000000,FY26,Q4,Jan
"Allied Pinnacle",0,FY26,Q4,Feb
"Allied Pinnacle",0,FY26,Q4,Mar
"AllTech",0.0660000000000000,FY26,Q4,Jan
"AllTech",0.0680000000000000,FY26,Q4,Feb
"AllTech",0.0660000000000000,FY26,Q4,Mar
"Alpha Luna",0.0297000000000000,FY26,Q4,Jan
"Alpha Luna",0.0306000000000000,FY26,Q4,Feb
"Alpha Luna",0.0297000000000000,FY26,Q4,Mar
"Alteon Health",0,FY26,Q4,Jan
"Alteon Health",0,FY26,Q4,Feb
"Alteon Health",0,FY26,Q4,Mar
"Amalgamated Bank",0,FY26,Q4,Jan
"Amalgamated Bank",0,FY26,Q4,Feb
"Amalgamated Bank",0,FY26,Q4,Mar
"Amazon Australia & Japan Ecom",0.00140000000000000,FY26,Q4,Jan
"Amazon Australia & Japan Ecom",0.00140000000000000,FY26,Q4,Feb
"Amazon Australia & Japan Ecom",0.00140000000000000,FY26,Q4,Mar
"Amazon Fresh",0,FY26,Q4,Jan
"Amazon Fresh",0,FY26,Q4,Feb
"Amazon Fresh",0,FY26,Q4,Mar
"Amex",0,FY26,Q4,Jan
"Amex",0,FY26,Q4,Feb
"Amex",0,FY26,Q4,Mar
"Ammega Group",0.323400000000000,FY26,Q4,Jan
"Ammega Group",0.333200000000000,FY26,Q4,Feb
"Ammega Group",0.323400000000000,FY26,Q4,Mar
"API",0.00260000000000000,FY26,Q4,Jan
"API",0.00270000000000000,FY26,Q4,Feb
"API",0.00260000000000000,FY26,Q4,Mar
"Apogee Corporation",0,FY26,Q4,Jan
"Apogee Corporation",0,FY26,Q4,Feb
"Apogee Corporation",0,FY26,Q4,Mar
"AppianRX",0,FY26,Q4,Jan
"AppianRX",0,FY26,Q4,Feb
"AppianRX",0,FY26,Q4,Mar
"Apple",0.0347000000000000,FY26,Q4,Jan
"Apple",0.0357000000000000,FY26,Q4,Feb
"Apple",0.0347000000000000,FY26,Q4,Mar
"Applied Systems",0.0165000000000000,FY26,Q4,Jan
"Applied Systems",0.0170000000000000,FY26,Q4,Feb
"Applied Systems",0.0165000000000000,FY26,Q4,Mar
"Aquent",0.0693000000000000,FY26,Q4,Jan
"Aquent",0.0714000000000000,FY26,Q4,Feb
"Aquent",0.0693000000000000,FY26,Q4,Mar
"Arbor Pharmaceuticals",0,FY26,Q4,Jan
"Arbor Pharmaceuticals",0,FY26,Q4,Feb
"Arbor Pharmaceuticals",0,FY26,Q4,Mar
"Aristocrat Technologies",0.0144000000000000,FY26,Q4,Jan
"Aristocrat Technologies",0.0148000000000000,FY26,Q4,Feb
"Aristocrat Technologies",0.0144000000000000,FY26,Q4,Mar
"ARTIN Solutions",0,FY26,Q4,Jan
"ARTIN Solutions",0,FY26,Q4,Feb
"ARTIN Solutions",0,FY26,Q4,Mar
"Assa Abloy",0,FY26,Q4,Jan
"Assa Abloy",0,FY26,Q4,Feb
"Assa Abloy",0,FY26,Q4,Mar
"Assa Abloy ANZ",0.198000000000000,FY26,Q4,Jan
"Assa Abloy ANZ",0.204000000000000,FY26,Q4,Feb
"Assa Abloy ANZ",0.228000000000000,FY26,Q4,Mar
"AstraZeneca",0,FY26,Q4,Jan
"AstraZeneca",0,FY26,Q4,Feb
"AstraZeneca",0,FY26,Q4,Mar
"Audax Management",0,FY26,Q4,Jan
"Audax Management",0,FY26,Q4,Feb
"Audax Management",0,FY26,Q4,Mar
"Ausreo",0.0199000000000000,FY26,Q4,Jan
"Ausreo",0.0204000000000000,FY26,Q4,Feb
"Ausreo",0.0199000000000000,FY26,Q4,Mar
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q4,Jan
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q4,Feb
"Australia Post (AFSL) MS",0.00562200000000000,FY26,Q4,Mar
"Avery Dennison",0,FY26,Q4,Jan
"Avery Dennison",0,FY26,Q4,Feb
"Avery Dennison",0,FY26,Q4,Mar
"Bakers Delight",0,FY26,Q4,Jan
"Bakers Delight",0,FY26,Q4,Feb
"Bakers Delight",0,FY26,Q4,Mar
"Bayer",0,FY26,Q4,Jan
"Bayer",0,FY26,Q4,Feb
"Bayer",0,FY26,Q4,Mar
"BCBS_LA ",0,FY26,Q4,Jan
"BCBS_LA ",0,FY26,Q4,Feb
"BCBS_LA ",0,FY26,Q4,Mar
"BenBridge",0.0825000000000000,FY26,Q4,Jan
"BenBridge",0.0850000000000000,FY26,Q4,Feb
"BenBridge",0.0825000000000000,FY26,Q4,Mar
"Berry Global",0.310000000000000,FY26,Q4,Jan
"Berry Global",0.160000000000000,FY26,Q4,Feb
"Berry Global",0.100000000000000,FY26,Q4,Mar
"BHPetrol Malaysia",0.00430000000000000,FY26,Q4,Jan
"BHPetrol Malaysia",0.00440000000000000,FY26,Q4,Feb
"BHPetrol Malaysia",0.00430000000000000,FY26,Q4,Mar
"Biomatrix",0.0132000000000000,FY26,Q4,Jan
"Biomatrix",0.0136000000000000,FY26,Q4,Feb
"Biomatrix",0.0132000000000000,FY26,Q4,Mar
"Bluechip International ",0.00400000000000000,FY26,Q4,Jan
"Bluechip International ",0.00410000000000000,FY26,Q4,Feb
"Bluechip International ",0.00400000000000000,FY26,Q4,Mar
"Bluecrest",0,FY26,Q4,Jan
"Bluecrest",0,FY26,Q4,Feb
"Bluecrest",0,FY26,Q4,Mar
"Blueleaf Energy",0.0133000000000000,FY26,Q4,Jan
"Blueleaf Energy",0.0136000000000000,FY26,Q4,Feb
"Blueleaf Energy",0.0133000000000000,FY26,Q4,Mar
"Bluestem Brands",1.12530000000000,FY26,Q4,Jan
"Bluestem Brands",1.15940000000000,FY26,Q4,Feb
"Bluestem Brands",1.12530000000000,FY26,Q4,Mar
"BUS QLD",0.000600000000000000,FY26,Q4,Jan
"BUS QLD",0.000600000000000000,FY26,Q4,Feb
"BUS QLD",0.000600000000000000,FY26,Q4,Mar
"Cajun",0.0446000000000000,FY26,Q4,Jan
"Cajun",0.0459000000000000,FY26,Q4,Feb
"Cajun",0.0446000000000000,FY26,Q4,Mar
"Caravel Autism Health",0.0245000000000000,FY26,Q4,Jan
"Caravel Autism Health",0.0252000000000000,FY26,Q4,Feb
"Caravel Autism Health",0.0245000000000000,FY26,Q4,Mar
"Cardtronics Helpdesk",0.000700000000000000,FY26,Q4,Jan
"Cardtronics Helpdesk",0.000700000000000000,FY26,Q4,Feb
"Cardtronics Helpdesk",0.000700000000000000,FY26,Q4,Mar
"Carmax",0,FY26,Q4,Jan
"Carmax",0,FY26,Q4,Feb
"Carmax",0,FY26,Q4,Mar
"Carshield",0,FY26,Q4,Jan
"Carshield",0,FY26,Q4,Feb
"Carshield",0,FY26,Q4,Mar
"Castlegate James",0.00730000000000000,FY26,Q4,Jan
"Castlegate James",0.00750000000000000,FY26,Q4,Feb
"Castlegate James",0.00730000000000000,FY26,Q4,Mar
"Cat Rock Capital",0,FY26,Q4,Jan
"Cat Rock Capital",0,FY26,Q4,Feb
"Cat Rock Capital",0,FY26,Q4,Mar
"Cheetham Salt",0.00660000000000000,FY26,Q4,Jan
"Cheetham Salt",0.00680000000000000,FY26,Q4,Feb
"Cheetham Salt",0.00660000000000000,FY26,Q4,Mar
"Chemist Warehouse",0,FY26,Q4,Jan
"Chemist Warehouse",0,FY26,Q4,Feb
"Chemist Warehouse",0,FY26,Q4,Mar
"Cherry America",0.00170000000000000,FY26,Q4,Jan
"Cherry America",0.00170000000000000,FY26,Q4,Feb
"Cherry America",0.00170000000000000,FY26,Q4,Mar
"Children's Health Queensland",0,FY26,Q4,Jan
"Children's Health Queensland",0,FY26,Q4,Feb
"Children's Health Queensland",0,FY26,Q4,Mar
"Christian Dior",0,FY26,Q4,Jan
"Christian Dior",0,FY26,Q4,Feb
"Christian Dior",0,FY26,Q4,Mar
"Cloud 3 Technologies",0.0165000000000000,FY26,Q4,Jan
"Cloud 3 Technologies",0.0170000000000000,FY26,Q4,Feb
"Cloud 3 Technologies",0.0165000000000000,FY26,Q4,Mar
"CloudLex",0.00500000000000000,FY26,Q4,Jan
"CloudLex",0.00510000000000000,FY26,Q4,Feb
"CloudLex",0.00500000000000000,FY26,Q4,Mar
"CMC",0.148500000000000,FY26,Q4,Jan
"CMC",0.153000000000000,FY26,Q4,Feb
"CMC",0.148500000000000,FY26,Q4,Mar
"Cobs Bread",0.00560000000000000,FY26,Q4,Jan
"Cobs Bread",0.00560000000000000,FY26,Q4,Feb
"Cobs Bread",0.00570000000000000,FY26,Q4,Mar
"Coca Cola",0,FY26,Q4,Jan
"Coca Cola",0,FY26,Q4,Feb
"Coca Cola",0,FY26,Q4,Mar
"Cohu",0,FY26,Q4,Jan
"Cohu",0,FY26,Q4,Feb
"Cohu",0,FY26,Q4,Mar
"Computacenter India",0.0290000000000000,FY26,Q4,Jan
"Computacenter India",0,FY26,Q4,Feb
"Computacenter India",0,FY26,Q4,Mar
"Computacenter UK",0.210000000000000,FY26,Q4,Jan
"Computacenter UK",0.210000000000000,FY26,Q4,Feb
"Computacenter UK",0.410000000000000,FY26,Q4,Mar
"Conde Nast",0,FY26,Q4,Jan
"Conde Nast",0,FY26,Q4,Feb
"Conde Nast",0,FY26,Q4,Mar
"Cornerstone on Demand",0.118800000000000,FY26,Q4,Jan
"Cornerstone on Demand",0.122400000000000,FY26,Q4,Feb
"Cornerstone on Demand",0.118800000000000,FY26,Q4,Mar
"Correct Care Solutions",0.712800000000000,FY26,Q4,Jan
"Correct Care Solutions",0.734400000000000,FY26,Q4,Feb
"Correct Care Solutions",0.712800000000000,FY26,Q4,Mar
"Coyuchi",0,FY26,Q4,Jan
"Coyuchi",0,FY26,Q4,Feb
"Coyuchi",0,FY26,Q4,Mar
"CPL Aromas",0.0800000000000000,FY26,Q4,Jan
"CPL Aromas",0.150000000000000,FY26,Q4,Feb
"CPL Aromas",0.350000000000000,FY26,Q4,Mar
"CPS Solutions",0.646800000000000,FY26,Q4,Jan
"CPS Solutions",0.666400000000000,FY26,Q4,Feb
"CPS Solutions",0.646800000000000,FY26,Q4,Mar
"Crowley",0,FY26,Q4,Jan
"Crowley",0,FY26,Q4,Feb
"Crowley",0,FY26,Q4,Mar
"Crunchyroll",0,FY26,Q4,Jan
"Crunchyroll",0,FY26,Q4,Feb
"Crunchyroll",0,FY26,Q4,Mar
"CSL Behring",0.00500000000000000,FY26,Q4,Jan
"CSL Behring",0.00510000000000000,FY26,Q4,Feb
"CSL Behring",0.00500000000000000,FY26,Q4,Mar
"CVS",0,FY26,Q4,Jan
"CVS",0,FY26,Q4,Feb
"CVS",0,FY26,Q4,Mar
"Daltron",0.0120000000000000,FY26,Q4,Jan
"Daltron",0,FY26,Q4,Feb
"Daltron",0,FY26,Q4,Mar
"Danish Agro",0.0403000000000000,FY26,Q4,Jan
"Danish Agro",0.0414000000000000,FY26,Q4,Feb
"Danish Agro",0.0403000000000000,FY26,Q4,Mar
"Deaf Services Queensland",0.00630000000000000,FY26,Q4,Jan
"Deaf Services Queensland",0.00650000000000000,FY26,Q4,Feb
"Deaf Services Queensland",0.00630000000000000,FY26,Q4,Mar
"Dell - India",0.0314000000000000,FY26,Q4,Jan
"Dell - India",0.0323000000000000,FY26,Q4,Feb
"Dell - India",0.0314000000000000,FY26,Q4,Mar
"Dentsu",0.0132000000000000,FY26,Q4,Jan
"Dentsu",0.0136000000000000,FY26,Q4,Feb
"Dentsu",0.0132000000000000,FY26,Q4,Mar
"Deutsche Telekom",0.107300000000000,FY26,Q4,Jan
"Deutsche Telekom",0.110500000000000,FY26,Q4,Feb
"Deutsche Telekom",0.107300000000000,FY26,Q4,Mar
"DISA",0.00240000000000000,FY26,Q4,Jan
"DISA",0.00250000000000000,FY26,Q4,Feb
"DISA",0.00240000000000000,FY26,Q4,Mar
"DMI",0,FY26,Q4,Jan
"DMI",0,FY26,Q4,Feb
"DMI",0,FY26,Q4,Mar
"Dominos Pizza",0.396000000000000,FY26,Q4,Jan
"Dominos Pizza",0.181400000000000,FY26,Q4,Feb
"Dominos Pizza",0.176000000000000,FY26,Q4,Mar
"Dynamic Fit Alliance Automation",0,FY26,Q4,Jan
"Dynamic Fit Alliance Automation",0,FY26,Q4,Feb
"Dynamic Fit Alliance Automation",0,FY26,Q4,Mar
"EBOS Group",0,FY26,Q4,Jan
"EBOS Group",0,FY26,Q4,Feb
"EBOS Group",0,FY26,Q4,Mar
"Edison Energy",0,FY26,Q4,Jan
"Edison Energy",0,FY26,Q4,Feb
"Edison Energy",0,FY26,Q4,Mar
"Elevance health",0.165000000000000,FY26,Q4,Jan
"Elevance health",0.170000000000000,FY26,Q4,Feb
"Elevance health",0.165000000000000,FY26,Q4,Mar
"Elevate",0,FY26,Q4,Jan
"Elevate",0,FY26,Q4,Feb
"Elevate",0,FY26,Q4,Mar
"Endeavor Group",0,FY26,Q4,Jan
"Endeavor Group",0,FY26,Q4,Feb
"Endeavor Group",0,FY26,Q4,Mar
"ENGEN Africa",0,FY26,Q4,Jan
"ENGEN Africa",0,FY26,Q4,Feb
"ENGEN Africa",0,FY26,Q4,Mar
"ENOVIX CORPORATION",0,FY26,Q4,Jan
"ENOVIX CORPORATION",0,FY26,Q4,Feb
"ENOVIX CORPORATION",0,FY26,Q4,Mar
"Enviva",0,FY26,Q4,Jan
"Enviva",0,FY26,Q4,Feb
"Enviva",0,FY26,Q4,Mar
"Epicor",0.165000000000000,FY26,Q4,Jan
"Epicor",0.170000000000000,FY26,Q4,Feb
"Epicor",0.165000000000000,FY26,Q4,Mar
"ETrawler",0.00920000000000000,FY26,Q4,Jan
"ETrawler",0.00950000000000000,FY26,Q4,Feb
"ETrawler",0.00920000000000000,FY26,Q4,Mar
"Everest",0,FY26,Q4,Jan
"Everest",0,FY26,Q4,Feb
"Everest",0,FY26,Q4,Mar
"Expanse Electrical Company",0.00380000000000000,FY26,Q4,Jan
"Expanse Electrical Company",0.00390000000000000,FY26,Q4,Feb
"Expanse Electrical Company",0.00380000000000000,FY26,Q4,Mar
"Expedia",0,FY26,Q4,Jan
"Expedia",0,FY26,Q4,Feb
"Expedia",0,FY26,Q4,Mar
"EYGBS",0.136000000000000,FY26,Q4,Jan
"EYGBS",0,FY26,Q4,Feb
"EYGBS",0,FY26,Q4,Mar
"Fair Price (NTUC)",0,FY26,Q4,Jan
"Fair Price (NTUC)",0,FY26,Q4,Feb
"Fair Price (NTUC)",0,FY26,Q4,Mar
"Fastener Distribution Holdings",0,FY26,Q4,Jan
"Fastener Distribution Holdings",0,FY26,Q4,Feb
"Fastener Distribution Holdings",0,FY26,Q4,Mar
"FDH Aero",0,FY26,Q4,Jan
"FDH Aero",0,FY26,Q4,Feb
"FDH Aero",0,FY26,Q4,Mar
"Federated Services",0,FY26,Q4,Jan
"Federated Services",0,FY26,Q4,Feb
"Federated Services",0,FY26,Q4,Mar
"Finlays",0.0126000000000000,FY26,Q4,Jan
"Finlays",0.0130000000000000,FY26,Q4,Feb
"Finlays",0.0126000000000000,FY26,Q4,Mar
"FJA",0.0215000000000000,FY26,Q4,Jan
"FJA",0.0221000000000000,FY26,Q4,Feb
"FJA",0.0215000000000000,FY26,Q4,Mar
"Fletcher",0.00870000000000000,FY26,Q4,Jan
"Fletcher",0.00910000000000000,FY26,Q4,Feb
"Fletcher",0.00870000000000000,FY26,Q4,Mar
"Fountain Tire",0.0165000000000000,FY26,Q4,Jan
"Fountain Tire",0.0170000000000000,FY26,Q4,Feb
"Fountain Tire",0.0165000000000000,FY26,Q4,Mar
"Franklin Templeton",0,FY26,Q4,Jan
"Franklin Templeton",0,FY26,Q4,Feb
"Franklin Templeton",0,FY26,Q4,Mar
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q4,Jan
"Frazier Healthcare Partners",0.00450000000000000,FY26,Q4,Feb
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q4,Mar
"FUJIFILM Business Innovation (US)",0.00500000000000000,FY26,Q4,Jan
"FUJIFILM Business Innovation (US)",0.00510000000000000,FY26,Q4,Feb
"FUJIFILM Business Innovation (US)",0.00500000000000000,FY26,Q4,Mar
"Genesis Capital",0.0495000000000000,FY26,Q4,Jan
"Genesis Capital",0.0510000000000000,FY26,Q4,Feb
"Genesis Capital",0.0495000000000000,FY26,Q4,Mar
"Gilead Life Sciences",0.0165000000000000,FY26,Q4,Jan
"Gilead Life Sciences",0.0170000000000000,FY26,Q4,Feb
"Gilead Life Sciences",0.0165000000000000,FY26,Q4,Mar
"Global Cloud Xchange",0.534800000000000,FY26,Q4,Jan
"Global Cloud Xchange",0.118300000000000,FY26,Q4,Feb
"Global Cloud Xchange",0.114800000000000,FY26,Q4,Mar
"Global Holdings LLC",0,FY26,Q4,Jan
"Global Holdings LLC",0,FY26,Q4,Feb
"Global Holdings LLC",0,FY26,Q4,Mar
"Goldbeck GmbH",0,FY26,Q4,Jan
"Goldbeck GmbH",0,FY26,Q4,Feb
"Goldbeck GmbH",0,FY26,Q4,Mar
"Golden Screen Cinema",0.00360000000000000,FY26,Q4,Jan
"Golden Screen Cinema",0.00370000000000000,FY26,Q4,Feb
"Golden Screen Cinema",0.00360000000000000,FY26,Q4,Mar
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q4,Jan
"Golden Spread Electric Cooperative",0.00510000000000000,FY26,Q4,Feb
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q4,Mar
"GPO Revenue",0,FY26,Q4,Jan
"GPO Revenue",0,FY26,Q4,Feb
"GPO Revenue",0,FY26,Q4,Mar
"Grange Resources ",0.00170000000000000,FY26,Q4,Jan
"Grange Resources ",0.00170000000000000,FY26,Q4,Feb
"Grange Resources ",0.00170000000000000,FY26,Q4,Mar
"Green Mountain",0.462000000000000,FY26,Q4,Jan
"Green Mountain",0.476000000000000,FY26,Q4,Feb
"Green Mountain",0.462000000000000,FY26,Q4,Mar
"GSMS",0.0492000000000000,FY26,Q4,Jan
"GSMS",0.0507000000000000,FY26,Q4,Feb
"GSMS",0.0492000000000000,FY26,Q4,Mar
"Guidehouse Inc.",0.0297000000000000,FY26,Q4,Jan
"Guidehouse Inc.",0.0306000000000000,FY26,Q4,Feb
"Guidehouse Inc.",0.0297000000000000,FY26,Q4,Mar
"Guitar Center ",0,FY26,Q4,Jan
"Guitar Center ",0,FY26,Q4,Feb
"Guitar Center ",0,FY26,Q4,Mar
"Harbour Guidance",0,FY26,Q4,Jan
"Harbour Guidance",0,FY26,Q4,Feb
"Harbour Guidance",0,FY26,Q4,Mar
"Hastings Deering",0.0845000000000000,FY26,Q4,Jan
"Hastings Deering",0.0800000000000000,FY26,Q4,Feb
"Hastings Deering",0.0800000000000000,FY26,Q4,Mar
"HCSC",0,FY26,Q4,Jan
"HCSC",0,FY26,Q4,Feb
"HCSC",0,FY26,Q4,Mar
"HDFC Limited",0.00600000000000000,FY26,Q4,Jan
